dialect,sarcasm,sentiment,original_sentiment,tweet,source
msa,False,neutral,neutral,"""بوتين ودعم اليمين المتطرف في العالمhttps://t.co/DyN0iSYRMD https://t.co/RH8Xprlw2F""",semeval
msa,False,neutral,positive,"""وندهلي حبيبي جيت بلا سؤال من نومي سرقني من راحة البال 😍✋#فيروز""",semeval
levant,True,negative,negative,"""RT @ahmd1212s45hq: صح النوم كم مرا قلنا لكم بان اردوغان رجل واطي ورجل تجاري فقط https://t.co/W1r632Al4I""",semeval
egypt,False,neutral,negative,"""RT @abdulrahmanomr1: @IdreesAldrees @alaseral @Fadil_MSA @Rebaq2 ليس واحد بل ثلاثه  صالح ... بشار ...سيسي""",semeval
msa,False,negative,neutral,3) #الطبالة يمارسون #حرب_اللاعنف على المشروع الاصلاحي، فيحاربون جميع المصلحين بالقذف والتخوين مما يساهم جليا في خلق متطرفين راديكاليين,astd
msa,False,negative,negative,سيناتور ديمقراطي يطالب باغتيال أسانج مؤسس ويكليكس .هيلاري كلنتون تطالب باغتياله بطائرة دون طيار .وتأيد لهذا الطلب… https://t.co/WBwJflKzte,semeval
msa,False,neutral,neutral,"""RT @sabqorg: مهدي علي: سنكسر أفضلية السعودية في الجوهرة .. ونقص ""الأكسجين"" مضر للمنتخبين https://t.co/euS58yvuqg @sabqorg""",semeval
msa,False,neutral,neutral,"""بدء موجة هجرة أخرى من إثيوبيا إلى إسرائيل: وصل أمس الاثنين إلى إسرائيل 63 مهاجرا جديدا من إثيوبيا، من أبناء ا... https://t.co/lOp7qEIWSE""",semeval
msa,False,positive,positive,"""المولد النبوي الشريف مروة الجادرجي ..بغداداحتفلت الامة الاسلامية بولادة النبي الكريم محمد صلى الله علية وسلم... https://t.co/bhF7VmvfCe""",semeval
msa,False,neutral,positive,"""#الشنقيطي#بلا_حدودحركة #حماس هي الأنضج من الحركات الإسلامية الموجودة في العالم الإسلامي اليوم.""",semeval
msa,False,negative,negative,"""مع هطولات المطر الغزيرة والحرارة المتدنية للغاية .. لا ننسى ملايين النازحين السوريين ممن فقدوا بيوتهم ولا يملكون اليوم أي وسيلة للتدفئة ..""",semeval
egypt,False,positive,positive,شكراً جزيلاً على تعليقاتكم الجميلة ويا رب يعجبكم الفيلم إنتم كمان,astd
msa,False,neutral,positive,"""ترونَهُ في ضـحكةِ السواقي في رفَّةِ الفـراشةِ اللعوبِفي البحرِ، في تنفّسِ المراعي وفي غـناءِ كلِّ عندليـبِ#فيروز""",semeval
msa,False,negative,negative,"""برأيكم كم وصل عددهم اليوم.. ما زال الأقصى يُدنس، وما زالت اسرائيل مصممة على منع الآذان، ولن يتحرك أحد لنصرة #القدس… https://t.co/PKNrWOad6F""",semeval
msa,False,neutral,positive,"""#اليمنية| #وزير_الأوقاف: نبذل جهود لإعادة هيكلة قطاعات الوزارةhttps://t.co/XiXlfr4Wyo#التحالف_العربي_سند_اليمن#جنود_التحالف_سند_لليمن""",semeval
msa,False,neutral,neutral,"""#الشهرة_الإلكترونية ☀️☀️☀️#الأمم_المتحدة تطالب بتأمين وصول المساعدات ل #حلب https://t.co/REaQgPnQBs""",semeval
egypt,False,positive,positive,"""#عادل_امام ربنا يديله الصحة""",semeval
msa,False,neutral,neutral,"""الكيك - الكيوي - موقع امازون. https://t.co/ywEQLSXqD4""",semeval
msa,False,neutral,neutral,"""أَلَمٌ أَلَمَّ أَلَمْ أُلِمَّ بِدَائِهِ ...... إِنْ آنَ آنٌ آنَ آنُ أَوَانِهِ كوت ريتويت بمعني بيت الشعر دة للمتنبي بدون ما تبحث في جوجل""",semeval
egypt,False,neutral,neutral,حركااات الكويت لونها اصفر #حرية_الصحافة,astd
msa,False,neutral,neutral,"""صور طبيعيه  متحركه للسحب خلال ثلاث ساعات ماضيه #سحاب_الخير #عالم_الطقس #طقس_السعودية #طقس_العرب https://t.co/8E3y4pGlOw""",semeval
msa,False,neutral,positive,"""RT @20fourMedia: #غوغل تُطلق حملة إعلانية ضخمة لهاتفها الجديد ""بيكسل""https://t.co/QtUma3Pzgh https://t.co/lMqtjEyOPw""",semeval
msa,False,neutral,negative,#الملعب | إيهاب عبدالله رئيس نادي #دمنهور:فريق الكرة بالنادي يعتمد على مجموعة من اللاعبين صغار السن ونأمل تحقيق نتائج طيبة الفترة المفبلة,astd
msa,False,neutral,neutral,"""إجتماع ثلاثي ف #موسكو ، بالنيابه عن أهل السنه #تركيا هي ممثلنا .""",semeval
msa,False,positive,positive,"""فيدرر vs نوفاك رولان 2011فيدرر vs مورى ويمبلدون 2012 #افضل_مباراة_تنس_شاهدتها""",semeval
msa,False,neutral,neutral,"""@NVIDIA_ME كلهم اصحاب فيسبوك""",semeval
msa,False,neutral,neutral,"""بوكيمون غو Pokemon رسميا في الدول الإفريقية ومن بينها دول عربية https://t.co/OfgHAFesKN""",semeval
gulf,False,negative,negative,"""@msafr2002 مني ناسيه، بس حتى روسيا عندها مصالحها اولا واخيراقبل مصالح ايه بلد تاني""",semeval
egypt,False,positive,positive,"تقول ""صلي ع النبي"" و أجدعها خناقة تنفض #",astd
levant,False,positive,positive,"""بيطلع ع بالي.....ارجع انا وياكانت الاساسي....وبحبك بالاساسكيفك انت....ملا انت#فيروز https://t.co/KSlMzy48Yc""",semeval
gulf,False,neutral,neutral,"""RT @Super_Ashour: سويت موضوع بسيط على سناب شات ممكن يساعدك توفر لما تشتري من أمازونhttps://t.co/ibe1ZpJtwN#ريتويت #تقنية https://t.co/1IJ…""",semeval
levant,False,positive,positive,"""مستحيل تتغير قناعتيان #ميسي اسطورة بس م راح يوصل ل #كريستيانو ابدا #كريستيانو الافضل على الاطلاق""",semeval
msa,False,negative,neutral,انصار الحرية والديمقراطية فى اوروبا وضعوا الشجاعة قبل اى شيئ اخر ناد ايطالي ينتظر موقف الانقلاب من عبد الظاهر,astd
egypt,True,negative,neutral,"""RT @floloalflolo: ضاعت النخوةالعربيه ضاع الاسلامبايدي العرب والمسلمين من تحت راس المجوسةالسعوديهشتت العرب والمسلمين ودخلتهم جحر الحمار ب…""",semeval
msa,False,neutral,negative,لا تجعل الطريق يأخذك حيثما يتجه بل إذهب حيث لا يوجد طريق و اترك آثارك,astd
egypt,False,neutral,positive,"""@msgogoksa @AbduIrahmanSaud اردوغان سياسي محنك غير سيسي مصر بيقدر يعمل اللى هو عايزه وبيلعبها صح..""",semeval
egypt,True,negative,negative,"""RT @yousefalawnah: متطرف شيعي داعش جنبه تطلع يونيسكو!يريد إسقاط عائشة وأبو بكر وعمر والمذيع يشكره!تعال سقط ط... https://t.co/al447Ukua1""",semeval
msa,False,neutral,negative,"""ساعة أبل محظورة بقرار وزاري في بريطانيا https://t.co/WwJJbMrYEC https://t.co/icjHpKx8xF""",semeval
msa,False,negative,negative,"""الأرجنتين لا شي بدون ميسي 😎حتى لو فازت أداء غير مقنع ❌""",semeval
msa,False,neutral,negative,نرفض تقييد حق الاعتصام وإعطاء سلطات مطلقة للأمن في منع التظاهر والمبالغة في العقوبات وتوسيع حرم منع التظاهر لا للقانون بصيغته الراهنة,astd
msa,False,negative,negative,في كل إعلاناتهم المدفوعة بملايين الدولارات في صحف اميركا واوروبا يركز الكذابون علي ان الاخوان حرقوا ٩٠كنيسه في,astd
egypt,True,negative,negative,"""RT @mh_awadi: #مصر في الأخبار :أغذية ملوثةأكل لحوم الحميرإعتقالات قسريةقتل بلا محاكمةحرب على الإسلامتحالف مع سفاحي #حلبطعن في ظهر #…""",semeval
msa,False,positive,positive,#افضل_مباراة_تنس_شاهدتها#فيدرر ضد #نادال 2006 نهائي روما .. اعتقد انها اجمل مباراة فيها لمحات في تاريخهماhttps://t.co/E38kfxU4aO,semeval
egypt,False,positive,positive,"""@yusufashraf2 كل سنة و انت طيب يا يوسف و يارب ميريام فارس تقولهالك😂🌸💕""",semeval
msa,False,neutral,positive,"""#بوابة_العاصمة| #الجامعة_العربية تؤكد مساندتها للأردن لمواجهة #الإرهابhttps://t.co/lQzkViTvQx https://t.co/QYQwaaakNU""",semeval
egypt,True,positive,positive,#كلمة_شكر ل عآدل عبدالله ع البلنتي و الطرد اللي حصله ، اصلاً الطرد احلى 😳😳,astd
msa,False,neutral,negative,"""#روسيا و #الصين تستخدمان حق #الفيتو وتفشلان #هدنة #حلب #سوريا#تمدن https://t.co/KOsduLsP3z""",semeval
gulf,True,neutral,neutral,@Mohammed_Unitedوش اللي معجبك بلورد اوف ذا رينقز؟ هاري بوتر مختلف عن(لاذر)جي كي بنص كل فلم تحسسك انك قافط الوضع ومتوقع الاحداث لكن بالنهاية=,semeval
msa,False,negative,negative,"""منظمة أطباء بلا حدود تستنكر منع #الاحتلال المريض عبد الكريم أبو لبن (32) عاماً من قطاع #غزة، من السفر للعلاج في... https://t.co/ubFJ2AGAgX""",semeval
msa,False,neutral,negative,ارجو من مذيعي وضيوف الجزيرة الرد على حسام فودة عندما يكرر عبارته اليومية ما هى صفة خيرت الشاطر ليلتقي سفيرة,astd
msa,False,neutral,negative,"""#زاك_والنازي_بيصبحوا_بفولورز#الحشره_مفيد_فوزي#محمد_صبحي#في_اي_مدينه_انت_الان#لافروفلايف بوست تفاصيل :… https://t.co/wxJ4knzFfB""",semeval
msa,False,neutral,neutral,"""تطور العلاقات التركية – الروسية.. هل يكون على حساب عضوية أنقرة  في الناتو؟https://t.co/JEHhNJak7yالرابط البديل:… https://t.co/sI1lS3Kvtp""",semeval
msa,False,neutral,neutral,"""تراث باراك أوباما السياسي!محمد الرميحيhttps://t.co/rUh8IX6XbT""",semeval
msa,False,neutral,negative,"""#الاحتلال يحمل ""حماس"" مسؤولية المواجهات شرق القطاعhttps://t.co/B2OCL4ZIPZ https://t.co/4irgBFH42m""",semeval
egypt,False,positive,positive,واحشني قوي و انا مقصر معاك عندك حق :) كلم شادي و الشباب و خلينا نتقابل يوم الجمعة و العشاء عليا,astd
msa,False,positive,positive,909 ألف شكر,astd
msa,False,neutral,neutral,"""كنائس #الناصرة ترفع الأذان ردا على قانون منعه (فيديو)https://t.co/99DG1vmUWb#الغد #الاحتلال #فلسطين #رفع_الاذان https://t.co/36KmCmde3k""",semeval
msa,False,neutral,neutral,"""طريقة جيدة للعيش من دون #كاسترو | أيمن عقيل https://t.co/kfsc5z1xSx#السفير_جريدتك https://t.co/3cZNGTsTaV""",semeval
msa,False,negative,negative,تناسوا الشهداء وتذكروا الكورة أول لطمة على قفا كل انقلابي عامل فيها ناسي جات له امبارح من كوماسي,astd
msa,False,positive,positive,إبراهيم عيسى قلم شجاع وضمير يقظ وعلامة بارزة فى تاريخ المهنة تحية له ولفريق الدستور وستبقى حرية الصحافة فى مصر ثمرة مستحقة لنضال الصحفيين,astd
msa,False,positive,positive,_ لم أهاجمه بل أحترمه ولو كان له أخطاء فهو بالتأكيد شخصية تحترم,astd
msa,False,neutral,negative,"""#عاجل | قوات الاحتلال تقتحم بلدة #بيت_عوا جنوب غرب #الخليل.#فلسطين""",semeval
msa,True,negative,neutral,مصر لسا فيها خير كتييير نعم لباسم #ثورة_25_يناير #باسم_رئيسا_لمصر #انتخبوا_العرص,astd
msa,False,neutral,neutral,"""RT @Sultan_Batawi: وخوذة VR للواقع الافتراضي من #غوغل #Daydream  سعرها 70$ بعدة ألوان من تلبيسة قماشية رمادية أو قرمزية أو فضية #MadeByGoog…""",semeval
egypt,False,neutral,neutral,مين أسرع روجر ولا فيدرر؟؟ https://t.co/JcwqeOiFoD,semeval
msa,False,neutral,neutral,"""الحريري : النفايات والكهرباء وقانون انتخابات جديد هي أولوية حكومة الوفاق الوطني في #لبنان https://t.co/gPdAG8Tnvb""",semeval
msa,False,neutral,neutral,RT @SayidatyAzya: #كايت_بلانشيت ترتدي من تصميم #غوتشيخلال #أسبوع_الموضة https://t.co/lmd4nIBNjV#CateBlanchett#GUCCI #SS17 https://t.co/…,semeval
msa,False,neutral,neutral,"""#الشرقية #السعودية #saudi #ksa  46 حافلة تصل من حلب المحاصرة لريفها الغربي اليوم.""",semeval
egypt,True,negative,negative,"""@Alito_NBA 😂😂😂😂 اعلان خالع""",semeval
msa,False,neutral,neutral,"""أضفت فيديو إلى قائمة تشغيل @YouTube على https://t.co/0IFYT9zAIx بيونسيه beyonce 2016 | 2016""",semeval
msa,False,neutral,negative,"""#اليمن #السعودية قصف صاروخي ومدفعي يستهدف تجمعات منافقي العدوان في الجوف https://t.co/YGhIKou9IY #yemen #saudi https://t.co/ztLDhlSWo6""",semeval
msa,False,neutral,positive,"""هيلاري كلنتون تقول أريد أمريكا الكل فيها يساهم في البناء بغض النظر عن اصولو أو ديانتو إنشاء الله يكون هذا التصريح قول و فعل# Usa""",semeval
msa,False,neutral,neutral,"""RT @youm7: #مصر | مصادر: وفد مصرى رفيع المستوى يزور #السعودية الأيام القليلة المقبلةhttps://t.co/vH69NxY1CI https://t.co/ufGp5SeCSX""",semeval
msa,False,neutral,negative,دعبد المنعم ابو الفتوح يتحدث عن ذكرياته لواقعة المشادة الكلامية بينه وبين الرئيس السادات,astd
msa,False,neutral,neutral,"""RT @aawsat_News: تـراث باراك أوباما السياسي!- محمد الرميحيhttps://t.co/ZRVqUCaYOl""",semeval
msa,False,negative,neutral,"""رحم الله الشيخ الجليل #نادر_العمراني أمين عام هيئة علماء #ليبيا الذي اغتالته أمس يد الغدر الآثمة فاللهم تقبل... https://t.co/PNjDKELX8e""",semeval
msa,False,positive,positive,"""عشاق #فيروز بدمشق يحتفلون بعيد ميلادها  https://t.co/dj9NPlilTM""",semeval
msa,False,neutral,negative,"""RT @TheBaghdadPost: #بغداد_بوست #سوريا #اليمن#ميدل_إيست_آي: لماذا تمول #إيران الميليشيات في الوطن العربي؟https://t.co/4LPc0LwMIK https://…""",semeval
msa,False,neutral,positive,"""استعد لهاتف Moly X1 بنظام ويندوز 10 بدعم من منصة Indiegogo - https://t.co/3TTTW2Pewn https://t.co/Dk258Ofkek""",semeval
msa,False,neutral,neutral,"""في ذكرى أكتوبر.. سفير إسرائيل يحضر عرضا مسرحيا بمصر  https://t.co/Vvuc5Z7Kby  #العربية https://t.co/m3K2WXfbPY @AlArabiya_EGY""",semeval
msa,False,positive,positive,"""RT @MousaAlomar: القاريء رعد الكردي .. من السليمانية في العراق .. ما شاء الله وتبارك الله .. على هذا الصوت وكأنه من مزامير دَاوُود.. https:…""",semeval
msa,False,neutral,positive,"""اخبار الكويت - «الهلال الأحمر» تطلق «صرخة حلب» لدعم النازحين السوريين https://t.co/ZujMtLzRa4 https://t.co/0Du1KhqKN8""",semeval
msa,False,neutral,neutral,"""“إيغيل فيلمز” تطلق “#ولعانة”.. و #نوال_الزغبي توجه كلمة لـ #ماغي_بوغصن عبر”فوشيا”https://t.co/BKEtJATe8e#فوشيا… https://t.co/9uXOuoloxv""",semeval
egypt,False,neutral,positive,"""#المعلم: #سورية مصممة على تصفية الإرهاب والتوصل إلى حل سياسي للأزمة فيها || https://t.co/XCvf32omWu""",semeval
egypt,False,negative,neutral,اذا كانت الإعادة بين مرسي وشفيق فواجبنا في حماية الثورة يفرض علينا عمل جبهة وطنية واسعة لكى ندعم الاخوان ضد نظام مبارك الفاسد الدموي,astd
egypt,False,neutral,neutral,"""عمري في حياتي كلها ما اعتبرت اي شيء كتبته؛ كتابات ادبية.بوب ديلان""",semeval
msa,False,neutral,neutral,"""خبر عاجل : وزراء دفاع روسيا وايران وتركيا يبحثون الازمة السورية في موسكو غدا الثلاثاء""",semeval
msa,False,negative,negative,علاء الأسواني يروى عن شباب الثورة: إذا لم نعرف من أين ينفق الإخوان والسلفيون فلا شرعية لأى انتخابات >>,astd
msa,False,neutral,negative,"""تنظيم #داعش يعدم فتى  في مدينة الطبقة في ريف الرقة الغربي بتهمة التعامل مع ’’التحالف الدولي’’ #لبنان_الآن""",semeval
msa,False,neutral,positive,"""#ستبقى_حلب اليوم اثناء مناقشة الماجستير بالجامعة الاسلامية بغزه https://t.co/xOrGIjCQBc""",semeval
msa,False,neutral,neutral,"""RT @almdrrj: ليفربول يسعى لقطع الطريق أمام برشلونة بتجديد عقد كوتينيو .. التفاصيل  :  https://t.co/vY4q3W2IEl https://t.co/FlonaKb6YG""",semeval
gulf,True,negative,neutral,"""إذا فتحت أي أغنية أجنبية عاليوتيوب وشغلت الأوتو بلاي حينتهي بك المطاف لأغاني جستن بيبر لامحالة.#مغص""",semeval
egypt,True,negative,neutral,"""RT @ahmed_Nagy33: #تحذيرات_رعاه_الارهابمصر بخير يا شوية خرفان يا بتوع👈ماااسريا بتوع 11/11كشفناكماسمها👈 #مصر الكنانة محفوظه من #رب_العالم…""",semeval
msa,False,neutral,neutral,"""سموه وأردوغان تجولا بالطائرة فوق مدينة طرابزونصاحب السمو والرئيس التركي يدعوان المجتمع الدولي لوقف المجزرة في حلب… https://t.co/VtAmbrmLsA""",semeval
gulf,True,negative,neutral,"""@oceanazul80 او  ارقام ص😂😂😂😂😂بابا  رندفو او انه امثل علينا قدام الكاميرات  انه ها شفوني 😂😂😂😂😂والله يا اوباما مخلغين اسنان هي اسوالف 😂😂😂😂😂""",semeval
egypt,True,neutral,negative,"""RT @KaramAlhafidh: #هيج_و اصير وزيرة الصحة إلا اشنق عديلة بباب المعظم يم البوكي ستوب حتى الي يدور على بوكيمون يشوف عديله ويجوز من اللعبه""",semeval
msa,False,negative,negative,"""يريدون استلام #حلب ويظنونها #خان_الشيح#لافروف يحادث #كيري حتى يخرج المجاهدون منهاعجيب مالذي تملكه #أمريكا التي عداءها لايقل عن عداء #روسيا""",semeval
msa,False,neutral,positive,"""ياهو تدعم تطبيقها على أندرويد بميزة بصمة الإصبع https://t.co/P6rkpHKDfN""",semeval
msa,False,neutral,positive,"""أبل يؤكد اهتمام الحمود والعيسى بمشروع التدريب الرياضي - https://t.co/dOUxjPkBCQ""",semeval
msa,False,neutral,neutral,"""#اردوغان : ""#تركيا تقف سداً بين الإرهابيين ودوّل الحلفاء في #الناتو""""",semeval
egypt,False,negative,neutral,أنا ضد التمويل الاجنبي تماماً الغريب ان ينتسب البعض الى الاسلام ويستغلون فقر الناس ويشترون اصواتهم ثم يتبارون في البذاءة اى اسلام هذا,astd
msa,False,positive,positive,@2213Ali @kayza111 نوفاك بطل العالم!!😳روجر فيدرر اسطوره هاللعبه وكفى✋,semeval
msa,False,neutral,neutral,Gucci _ Gucci هو من أطلق ماركة غوتشي وذلك عام 1906 حيث بدأ بشركة صغيرة تصنّع الجلديات ليطلق… https://t.co/QAI4cAMeis,semeval
egypt,False,neutral,positive,"""برضو نصف نهائي الرولان غاروس 2011 نولي وفيدرر لما فيدرر وقف انتصارات نولي وأشر بيده : انا الرقم واحد .. كانت مباراة بنت حرام""",semeval
gulf,False,neutral,neutral,"""انا قررت راح اصوّت حق المرشح اللي يسوي ال #MannequinChallenge #انتهى""",semeval
egypt,False,neutral,negative,"""@AlameerMeroo94 داعش جانت بنص العراق 😉 والحليم من الإشارة يفهم""",semeval
msa,False,neutral,neutral,"""RT @HillClinton_Ar: دونالد ترامب وهو صغير https://t.co/dnrHOhR0Lb""",semeval
msa,False,neutral,neutral,"""@jaleesorg الروائي والكاتب طالب الرفاعي و الأستاذ علاء جابر من ضمن حضور اليوم الرابع في بوث #مبادرة_الجليس… https://t.co/pZDRKaLD4m""",semeval
msa,False,negative,negative,التليفزيون يعرض ميادين خالية اغلقها الجيش ويترك اربعين مليونا بلا تغطية درية شرف الدين فين مظاهرات الشعب اهوه,astd
msa,False,neutral,positive,"""#مباشر_من_رابعة|#اقتصادالمركزي يوقع مع #الصين اتفاقية بـ 18 #مليار يوان لتبادل العملاتصرحت مصادر بالبنك المركزي... https://t.co/0DjHIu7S76""",semeval
msa,False,neutral,neutral,بإذن الله أشارك المهندس خالد عبد العزيز (رئيس المجلس القومي للشباب) في افتتاح الخيمة الرمضانية الشبابية في,astd
msa,False,negative,negative,"""25: #الميدان:مفتي الدم الانقلابي صدق على اعدام 37 من 528 تم احالة اوراقهم اليه """,astd
msa,False,neutral,negative,"""مشاهد جوية .. استهداف مقر للمسلحين جنوب بلدة #خلصة في ريف حلب الجنوبي https://t.co/KjTrk4g5sP""",semeval
msa,False,neutral,neutral,"""#اليمنية| صحيفة #إماراتية تطالب بوقف الحرب في #اليمنhttps://t.co/DkqD5PeC6i#التحالف_العربي_سند_اليمن#جنود_التحالف_سند_لليمن""",semeval
msa,False,neutral,neutral,القضاء الطبيعى -من خلال تخصيص دوائر إضافية- يستطيع إنفاذ العدالة دون حاجة لمحاكم استثنائية، عسكرية أو أمن دولة طوارئ # #,astd
egypt,False,neutral,positive,“أنستجرام” تطلق تحديثا جديدا لتطبيقها على منصة ويندوز 10 موبايل https://t.co/nihxWXDoks,semeval
msa,False,neutral,neutral,"""نسخة المعاينة من أندرويد 7.1 قادمة هذا الشهر https://t.co/l2L4UYal9u https://t.co/xmd8fDeXts""",semeval
msa,False,neutral,positive,"""#معرض_الكويت_الدولي_للكتابالمبدع@FahadALshahrany يدشن ديوانه الاأول#على_بابك الف مبروك يا فهد https://t.co/hU9I9L9KnS""",semeval
egypt,True,negative,negative,"""RT @_ahmed_messi_: أيفون 7 هينزل ب 17 ألف جنيه ، دنا مستلف 12 جنيه من أتصالات ولسه مرجعتهمش 😂😂 https://t.co/RfjGQgGZkV""",semeval
egypt,False,positive,positive,"""وبعدين ميريام فارس حلوه اوڤر كدا ليه😍""",semeval
gulf,True,negative,negative,"""@Ew_D07 تفو عليك ميت على ريال مدريد وهداف الدوري الالماني واسرع مهاجم بالعالم""",semeval
msa,True,negative,negative,بحسب الجزيرة ميدان التحرير يتسع ل 500 ألف مصري أو 2 مليون إسلامي,astd
msa,False,positive,neutral,"""RT @abdullah7914: الحمدالله على نعمة الاسلام...وهذي الطفله يعلمونها اهلها ي حسين ي حسين قوله تعالى {وَمَنْ يُهِنِ اللَّهُ فَمَا لَهُ…""",semeval
egypt,False,negative,neutral,7_ أقرب مما تتصور وإحتمال كبير تلاقيها عند بتاع الطعمية وتترحم عليا وتقول ماكانش يومك يابلال,astd
egypt,False,negative,negative,مبدا تهجير الأقباط من منازلهم عند حدوث توتر طائفي جريمة إضافية في حق مواطنين مصريين صدقوا ان هناك دولة لا اصدق ان الشرطة عاجزة عن حمايتهم,astd
msa,False,neutral,positive,"""ميريام فارس تشارك جمهورها بفيديو جديد لإبنها في غرفة ألعابهhttps://t.co/DRAH0Y0hL1 https://t.co/LnH2UKTYYi""",semeval
msa,False,neutral,positive,"""بالصور: أطرف اللقطات التي قام بها باراك أوباما طوال 8 سنين في الرئاسة https://t.co/Qcvy5ciELy""",semeval
egypt,False,neutral,neutral,RT @itti_juve: مع هدف الباراغواي رجعنا لنغمة ميسي احب اذكركم ميسي مالعب قدام تشيليفي دور المجموعات بالكوبا وفازت الارجنتينولعب النهائي و…,semeval
msa,False,neutral,neutral,"""Retweeted منار الرياض (@manar9alriyadh):النصر العالمي أول فريق سعودي يلعب مع ريال مدريد في بطولة كأس العالم ..... https://t.co/AMdVu38Bwf""",semeval
msa,False,positive,positive,أتقدم بخالص التهنئة إلى الإخوة الأقباط بمناسبة عيد الميلاد المجيد أعاده الله على مصر بالأمن والرخاء,astd
msa,False,negative,negative,"""هدنه هشه لم ترى النور صاروخ بالستي على مأرب وقصف أحياء تعز وصقور الجو العربي وصلت سماء صنعاء واشتباكات في مارب وسﻻمتكم#فشل#كيري""",semeval
msa,False,neutral,neutral,"""#مصر | #التحرير | كيف تحمي هاتف ""أندرويد"" من الإختراق ؟! https://t.co/SkWlBnB98T | الشعب |#جبهة_تحيا_مصر https://t.co/7aENIYiNJk""",semeval
msa,True,negative,negative,قطع اذن مواطن واحراق الكنائس والاعتداء على اهالي الشهداء كل هذا مسموح به وعندما يكتب شاب ثوري على الحائط يقدم لمحاكمة عسكرية اين العدل,astd
msa,False,neutral,neutral,"""انتخاب نائب عن حزب الشعوب الديمقراطي لمجلس برلمان الناتوhttps://t.co/NT9dQjA6bl#الناتو #حزب_الشعوب_الديمقراطي… https://t.co/eRaxWD95Bp""",semeval
msa,False,neutral,positive,#غوتشي للنساءالسلعة:https://t.co/ohL0VT1oElثقف من حولك🔃الجمال بلا فضيلة كالزهرة بلاريحة.#زد_فرصتك4… https://t.co/oHQ9v9gSzF,semeval
msa,False,neutral,neutral,"""#اليمنية| #بالصور.. قوات الجيش والمقاومة في #تعز تسيطر على منطقة “الدفاع الجوي” بالكاملhttps://t.co/a9xQqapQBh#التحالف_العربي_سند_اليمن""",semeval
msa,False,neutral,negative,"""قال رمضان عبدالمعز، الداعية الإسلامي، إن ما يحدث من لطم وعنف خلال يوم عاشوراء بسبب استشهاد سيدنا الحسين لا ير... https://t.co/D9jZbjg49H""",semeval
msa,False,neutral,negative,"""القضاء الفرنسي يدين #مديرة صندوق #التقد #الدولي بتهمة الإهمال. https://t.co/Be1fKd2Udz""",semeval
msa,True,negative,negative,"""شاهد بالفيديو أوباما يمضغ العلكة ويسحبها من فمه في حضور رئيس وزراء الهند!https://t.co/9gBe5NEyAF""",semeval
msa,False,negative,negative,المسلمانى أغلي متحدث إعلامى للرئيس وأشهر كذاب ومنافق ومضلل ومحرض تحول الى قليل الأدب ووضع معارضي الجيش في سلة القمامة كلام زبالة,astd
egypt,True,negative,negative,عزيزي المتطرف: قبل أن تستخدم تعبير أسد في وصف شيخك، فكر قليلا في مشاعر السيدة والدته,astd
gulf,False,positive,positive,"""RT @DRabusaad: #تكفي_يابو_فهد_نحتاج_للهييهرحم الله أسدالسنه الامير نايف بن عبدالعزيز واعز الله الاسلام والمسلمين ب الملك سلمان  https://t…""",semeval
egypt,False,positive,positive,شبيسى ليز اللى كان عليه طماطمية كبيرة #مقدرش_انسى,astd
msa,False,negative,negative,"""#عبدالله_المنيفي_يهدد_هشام_بالقتل#الكويت لنا يا عزيزي قدمنا شهداء سعوديين من أجل الكويت و الأن نقدم شهداء لنا في… https://t.co/HtO2vKOfS8""",semeval
msa,False,negative,negative,لا افهم سبب الاصرار على قانون الانتخابات الذي رفضت كل القوى الوطنية والسياسية د عبد المنعم أبو الفتوح في ندوة بنادي هليوبوليس,astd
msa,False,neutral,negative,"""#الأمم_المتحدة  #مجلس_الأمن   #الحقوق_الانسان #BBC من حرض الارهاب الداعشي للإبادة الأقليات ... un #العالم  https://t.co/USAqYwpizw""",semeval
msa,False,neutral,positive,"""وصولنا الآن #ملكة_المسرح #ميريام_فارس الى #دبي ومتوجهين فورا الى الحفل على نافورة دبي مول لإحياء… https://t.co/dvIlHY4ewu""",semeval
msa,False,neutral,neutral,ولا يفتح الباب للفوضى والفراغ إن نحن أحسنا إدارة عمليات وضع الدستور وانتخاب الرئيس,astd
msa,False,neutral,neutral,"""RT @kuwaitisssale: للبيع عدد 3 ايفون 6 و 6s بلس1 ٦٤قيقا  ذهبي بلس نظيف جداً1 ٦٤ قيقا روز قولد بلس نظيف جدًا بالكرتون1 ١٢٨قيقا 6لاع…""",semeval
msa,False,negative,negative,السلطة تمارس إجراما سياسيا ضد الفقراء,astd
msa,False,positive,positive,افتخر بلغتي 😍😍 #اليوم_العالمي_للغة_العربية,astd
egypt,False,neutral,neutral,"""أحداث هامة بفعاليات اليوم الثالث لـ #مهرجان_القاهرة_السينمائيhttps://t.co/7NlQiGFvtj https://t.co/7rGVQLc4zw""",semeval
egypt,False,positive,positive,1981 الله ينور عليك يا أحمد مقالين أروع من بعض المجد للكتابة الحلوة,astd
msa,False,neutral,neutral,قبائل على بالمنطقة الغربية ممتدة لداخل العمق الليبى ومتعاطفين مع الاسلاميين ولم يايدوا #مبارك او #العسكر بعد #ثورة_يناير ويمكن ان يلعبوا دور,astd
msa,True,negative,negative,يوسف_الحسيني يفضح كذب قناة الجزيرة ويكشف تمثيل الاخوان دور الموتي تحت اشراف قناة الجزيرة,astd
